,Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Max Temp,Max Temp Flag,Min Temp,Min Temp Flag,Avg Temp,Avg Temp Flag
76,Alamo,48.54652,-103.47186,2157,2022.0,11.0,13.0,14.000,,6.638,,10.319,
77,Alamo,48.54652,-103.47186,2157,2022.0,11.0,14.0,16.682,,0.608,,8.645,
78,Alamo,48.54652,-103.47186,2157,2022.0,11.0,15.0,12.236,,3.992,,8.114,
79,Alamo,48.54652,-103.47186,2157,2022.0,11.0,16.0,27.077,,12.002,,19.540,
80,Alamo,48.54652,-103.47186,2157,2022.0,11.0,17.0,16.538,,-5.224,,5.657,
81,Alamo,48.54652,-103.47186,2157,2022.0,11.0,18.0,19.107,,-5.800,,6.654,
82,Alamo,48.54652,-103.47186,2157,2022.0,11.0,19.0,21.059,E,10.579,E,15.819,E
83,Alamo,48.54652,-103.47186,2157,2022.0,11.0,20.0,29.907,,5.756,,17.832,
84,Alamo,48.54652,-103.47186,2157,2022.0,11.0,21.0,26.969,,5.684,,16.327,
85,Alamo,48.54652,-103.47186,2157,2022.0,11.0,22.0,32.392,,11.192,,21.792,
86,Alamo,48.54652,-103.47186,2157,2022.0,11.0,23.0,35.793,,21.429,,28.611,
87,Alamo,48.54652,-103.47186,2157,2022.0,11.0,24.0,36.943,,14.504,,25.724,
88,Alamo,48.54652,-103.47186,2157,2022.0,11.0,25.0,40.305,,24.440,,32.373,
89,Alamo,48.54652,-103.47186,2157,2022.0,11.0,26.0,36.334,,19.265,,27.800,
90,Alamo,48.54652,-103.47186,2157,2022.0,11.0,27.0,36.412,,18.435,,27.424,
91,Alvarado,48.245942,-97.021532,809,2022.0,10.0,29.0,56.462,,30.742,,43.602,
92,Alvarado,48.245942,-97.021532,809,2022.0,10.0,30.0,59.198,,21.123,,40.161,
93,Alvarado,48.245942,-97.021532,809,2022.0,10.0,31.0,59.738,,30.801,,45.270,
94,Alvarado,48.245942,-97.021532,809,2022.0,11.0,1.0,68.918,,25.718,,47.318,
95,Alvarado,48.245942,-97.021532,809,2022.0,11.0,2.0,67.442,,46.922,,57.182,
96,Alvarado,48.245942,-97.021532,809,2022.0,11.0,3.0,51.170,,30.348,,40.759,
97,Alvarado,48.245942,-97.021532,809,2022.0,11.0,4.0,41.497,,17.510,,29.504,
98,Alvarado,48.245942,-97.021532,809,2022.0,11.0,5.0,46.652,,16.934,,31.793,
99,Alvarado,48.245942,-97.021532,809,2022.0,11.0,6.0,41.162,,26.280,,33.721,
100,Alvarado,48.245942,-97.021532,809,2022.0,11.0,7.0,34.038,,22.181,,28.110,
101,Alvarado,48.245942,-97.021532,809,2022.0,11.0,8.0,41.792,,33.991,,37.892,
102,Alvarado,48.245942,-97.021532,809,2022.0,11.0,9.0,38.939,,23.162,,31.051,
103,Alvarado,48.245942,-97.021532,809,2022.0,11.0,10.0,24.849,,20.696,,22.773,
104,Alvarado,48.245942,-97.021532,809,2022.0,11.0,11.0,20.752,,12.344,,16.548,
105,Alvarado,48.245942,-97.021532,809,2022.0,11.0,12.0,18.390,,13.892,,16.141,
106,Alvarado,48.245942,-97.021532,809,2022.0,11.0,13.0,22.055,,15.710,,18.883,
107,Alvarado,48.245942,-97.021532,809,2022.0,11.0,14.0,23.524,,6.602,,15.063,
108,Alvarado,48.245942,-97.021532,809,2022.0,11.0,15.0,22.707,,9.320,,16.014,
109,Alvarado,48.245942,-97.021532,809,2022.0,11.0,16.0,22.267,,3.812,,13.040,
110,Alvarado,48.245942,-97.021532,809,2022.0,11.0,17.0,24.001,,13.730,,18.866,
111,Alvarado,48.245942,-97.021532,809,2022.0,11.0,18.0,19.665,,0.302,,9.984,
112,Alvarado,48.245942,-97.021532,809,2022.0,11.0,19.0,17.420,,5.702,,11.561,
113,Alvarado,48.245942,-97.021532,809,2022.0,11.0,20.0,22.521,,5.774,,14.148,
114,Alvarado,48.245942,-97.021532,809,2022.0,11.0,21.0,25.801,,18.109,,21.955,
115,Alvarado,48.245942,-97.021532,809,2022.0,11.0,22.0,27.901,,16.844,,22.373,
116,Alvarado,48.245942,-97.021532,809,2022.0,11.0,23.0,33.996,,15.314,,24.655,
117,Alvarado,48.245942,-97.021532,809,2022.0,11.0,24.0,32.522,,20.381,,26.452,
118,Alvarado,48.245942,-97.021532,809,2022.0,11.0,25.0,38.442,,11.750,,25.096,
119,Alvarado,48.245942,-97.021532,809,2022.0,11.0,26.0,39.684,,25.371,,32.528,
120,Alvarado,48.245942,-97.021532,809,2022.0,11.0,27.0,29.320,,13.316,,21.318,
121,Amidon,46.48844,-103.31629,2882,2022.0,10.0,29.0,61.070,,27.525,,44.298,
122,Amidon,46.48844,-103.31629,2882,2022.0,10.0,30.0,61.466,,27.547,,44.507,
123,Amidon,46.48844,-103.31629,2882,2022.0,10.0,31.0,64.112,,35.388,,49.750,
124,Amidon,46.48844,-103.31629,2882,2022.0,11.0,1.0,68.792,,48.218,,58.505,
125,Amidon,46.48844,-103.31629,2882,2022.0,11.0,2.0,72.230,,35.173,,53.702,
126,Amidon,46.48844,-103.31629,2882,2022.0,11.0,3.0,35.197,,20.404,,27.801,
127,Amidon,46.48844,-103.31629,2882,2022.0,11.0,4.0,46.706,,17.686,,32.196,
128,Amidon,46.48844,-103.31629,2882,2022.0,11.0,5.0,56.030,,31.323,,43.677,
129,Amidon,46.48844,-103.31629,2882,2022.0,11.0,6.0,36.333,,3.758,,20.046,
130,Amidon,46.48844,-103.31629,2882,2022.0,11.0,7.0,30.870,,1.940,,16.405,
131,Amidon,46.48844,-103.31629,2882,2022.0,11.0,8.0,29.428,,14.486,,21.957,
132,Amidon,46.48844,-103.31629,2882,2022.0,11.0,9.0,19.195,,13.424,,16.310,
133,Amidon,46.48844,-103.31629,2882,2022.0,11.0,10.0,17.667,,3.092,,10.380,
134,Amidon,46.48844,-103.31629,2882,2022.0,11.0,11.0,12.380,,-10.606,,0.887,
135,Amidon,46.48844,-103.31629,2882,2022.0,11.0,12.0,22.150,,-16.006,,3.072,
136,Amidon,46.48844,-103.31629,2882,2022.0,11.0,13.0,13.712,,8.510,,11.111,
137,Amidon,46.48844,-103.31629,2882,2022.0,11.0,14.0,24.778,,13.190,,18.984,
138,Amidon,46.48844,-103.31629,2882,2022.0,11.0,15.0,16.484,,1.868,,9.176,
139,Amidon,46.48844,-103.31629,2882,2022.0,11.0,16.0,27.198,,11.786,,19.492,
140,Amidon,46.48844,-103.31629,2882,2022.0,11.0,17.0,19.857,,4.388,,12.123,
141,Amidon,46.48844,-103.31629,2882,2022.0,11.0,18.0,18.538,,-4.432,,7.053,
142,Amidon,46.48844,-103.31629,2882,2022.0,11.0,19.0,24.687,,12.542,,18.615,
143,Amidon,46.48844,-103.31629,2882,2022.0,11.0,20.0,32.421,,19.585,,26.003,
144,Amidon,46.48844,-103.31629,2882,2022.0,11.0,21.0,32.517,,20.350,,26.434,
145,Amidon,46.48844,-103.31629,2882,2022.0,11.0,22.0,40.498,,22.525,,31.512,
146,Amidon,46.48844,-103.31629,2882,2022.0,11.0,23.0,42.132,,28.135,,35.134,
147,Amidon,46.48844,-103.31629,2882,2022.0,11.0,24.0,39.411,,22.473,,30.942,
148,Amidon,46.48844,-103.31629,2882,2022.0,11.0,25.0,51.980,,30.353,,41.167,
149,Amidon,46.48844,-103.31629,2882,2022.0,11.0,26.0,42.015,,21.223,,31.619,
150,Amidon,46.48844,-103.31629,2882,2022.0,11.0,27.0,39.119,,18.138,,28.629,
151,Arnegard,47.93947,-103.45565,2254,2022.0,10.0,29.0,58.910,,38.151,,48.531,
152,Arnegard,47.93947,-103.45565,2254,2022.0,10.0,30.0,57.056,,35.325,,46.191,
153,Arnegard,47.93947,-103.45565,2254,2022.0,10.0,31.0,59.918,,40.701,,50.310,
154,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,1.0,70.376,,45.817,,58.097,
155,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,2.0,58.514,,33.550,,46.032,
156,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,3.0,33.507,,21.871,,27.689,
157,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,4.0,44.809,,21.834,,33.322,
158,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,5.0,56.300,,32.504,,44.402,
159,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,6.0,32.526,,9.482,,21.004,
160,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,7.0,28.274,,7.016,,17.645,
161,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,8.0,30.814,,15.656,,23.235,
162,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,9.0,17.024,,10.724,,13.874,
163,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,10.0,13.370,,1.472,,7.421,
164,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,11.0,8.420,,-5.116,,1.652,
165,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,12.0,9.554,,-6.664,,1.445,
166,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,13.0,12.128,,1.832,,6.980,
167,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,14.0,18.966,,7.178,,13.072,
168,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,15.0,11.930,,3.794,,7.862,
169,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,16.0,28.278,,11.750,,20.014,
170,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,17.0,16.556,,-1.714,,7.421,
171,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,18.0,18.525,,-2.632,,7.947,
172,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,19.0,21.841,,12.560,,17.201,
173,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,20.0,29.687,,16.196,,22.942,
174,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,21.0,30.520,,13.352,,21.936,
175,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,22.0,36.446,,22.458,,29.452,
176,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,23.0,36.432,,29.323,,32.878,
177,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,24.0,38.266,,23.223,,30.745,
178,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,25.0,44.431,,33.604,,39.018,
179,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,26.0,40.928,,27.073,,34.001,
180,Arnegard,47.93947,-103.45565,2254,2022.0,11.0,27.0,38.966,,26.332,,32.649,
181,Ayr,47.04639,-97.49481,1215,2022.0,10.0,29.0,63.158,,31.419,,47.289,
182,Ayr,47.04639,-97.49481,1215,2022.0,10.0,30.0,62.150,,28.467,,45.309,
183,Ayr,47.04639,-97.49481,1215,2022.0,10.0,31.0,68.126,,31.735,,49.931,
184,Ayr,47.04639,-97.49481,1215,2022.0,11.0,1.0,70.970,,30.198,,50.584,
185,Ayr,47.04639,-97.49481,1215,2022.0,11.0,2.0,70.106,,43.146,,56.626,
186,Ayr,47.04639,-97.49481,1215,2022.0,11.0,3.0,49.226,,30.412,,39.819,
187,Ayr,47.04639,-97.49481,1215,2022.0,11.0,4.0,43.419,,20.142,,31.781,
188,Ayr,47.04639,-97.49481,1215,2022.0,11.0,5.0,45.763,,16.628,,31.196,
189,Ayr,47.04639,-97.49481,1215,2022.0,11.0,6.0,43.525,,21.630,,32.578,
190,Ayr,47.04639,-97.49481,1215,2022.0,11.0,7.0,33.093,,13.568,,23.331,
191,Ayr,47.04639,-97.49481,1215,2022.0,11.0,8.0,40.761,,33.049,,36.905,
192,Ayr,47.04639,-97.49481,1215,2022.0,11.0,9.0,39.844,,24.834,,32.339,
193,Ayr,47.04639,-97.49481,1215,2022.0,11.0,10.0,24.964,,18.171,,21.568,
194,Ayr,47.04639,-97.49481,1215,2022.0,11.0,11.0,20.035,,15.044,,17.540,
195,Ayr,47.04639,-97.49481,1215,2022.0,11.0,12.0,17.204,,13.730,,15.467,
196,Ayr,47.04639,-97.49481,1215,2022.0,11.0,13.0,20.523,,13.496,,17.010,
197,Ayr,47.04639,-97.49481,1215,2022.0,11.0,14.0,23.407,,19.566,,21.487,
198,Ayr,47.04639,-97.49481,1215,2022.0,11.0,15.0,23.166,,18.421,,20.794,
199,Ayr,47.04639,-97.49481,1215,2022.0,11.0,16.0,25.327,,4.874,,15.101,
200,Ayr,47.04639,-97.49481,1215,2022.0,11.0,17.0,25.444,,10.490,,17.967,
201,Ayr,47.04639,-97.49481,1215,2022.0,11.0,18.0,18.788,,1.184,,9.986,
202,Ayr,47.04639,-97.49481,1215,2022.0,11.0,19.0,18.954,,2.102,,10.528,
203,Ayr,47.04639,-97.49481,1215,2022.0,11.0,20.0,24.784,,6.476,,15.630,
204,Ayr,47.04639,-97.49481,1215,2022.0,11.0,21.0,26.568,,17.456,,22.012,
205,Ayr,47.04639,-97.49481,1215,2022.0,11.0,22.0,31.053,,16.376,,23.715,
206,Ayr,47.04639,-97.49481,1215,2022.0,11.0,23.0,36.721,,20.095,,28.408,
207,Ayr,47.04639,-97.49481,1215,2022.0,11.0,24.0,32.770,,21.225,,26.998,
208,Ayr,47.04639,-97.49481,1215,2022.0,11.0,25.0,37.729,,21.963,,29.846,
209,Ayr,47.04639,-97.49481,1215,2022.0,11.0,26.0,40.518,,26.973,,33.746,
210,Ayr,47.04639,-97.49481,1215,2022.0,11.0,27.0,32.194,,17.865,,25.030,
211,Baker,48.167128,-99.64839,1703,2022.0,10.0,29.0,58.406,,35.370,,46.888,
212,Baker,48.167128,-99.64839,1703,2022.0,10.0,30.0,62.006,,29.813,,45.910,
213,Baker,48.167128,-99.64839,1703,2022.0,10.0,31.0,58.478,,36.253,,47.366,
214,Baker,48.167128,-99.64839,1703,2022.0,11.0,1.0,72.608,,33.431,,53.020,
215,Baker,48.167128,-99.64839,1703,2022.0,11.0,2.0,71.384,,38.152,,54.768,
216,Baker,48.167128,-99.64839,1703,2022.0,11.0,3.0,38.919,,19.836,,29.378,
217,Baker,48.167128,-99.64839,1703,2022.0,11.0,4.0,44.139,,12.884,,28.512,
218,Baker,48.167128,-99.64839,1703,2022.0,11.0,5.0,45.693,,20.030,,32.862,
219,Baker,48.167128,-99.64839,1703,2022.0,11.0,6.0,38.514,,15.728,,27.121,
220,Baker,48.167128,-99.64839,1703,2022.0,11.0,7.0,28.085,,7.088,,17.587,
221,Baker,48.167128,-99.64839,1703,2022.0,11.0,8.0,39.288,,24.852,,32.070,
222,Baker,48.167128,-99.64839,1703,2022.0,11.0,9.0,29.192,,15.890,,22.541,
223,Baker,48.167128,-99.64839,1703,2022.0,11.0,10.0,17.769,,14.234,,16.002,
224,Baker,48.167128,-99.64839,1703,2022.0,11.0,11.0,17.114,,2.858,,9.986,
225,Baker,48.167128,-99.64839,1703,2022.0,11.0,12.0,14.774,,-1.372,,6.701,
226,Baker,48.167128,-99.64839,1703,2022.0,11.0,13.0,13.442,,4.172,,8.807,
227,Baker,48.167128,-99.64839,1703,2022.0,11.0,14.0,18.840,,12.542,,15.691,
228,Baker,48.167128,-99.64839,1703,2022.0,11.0,15.0,16.592,,4.442,,10.517,
229,Baker,48.167128,-99.64839,1703,2022.0,11.0,16.0,25.754,,-1.768,,11.993,
230,Baker,48.167128,-99.64839,1703,2022.0,11.0,17.0,18.451,,2.354,,10.403,
231,Baker,48.167128,-99.64839,1703,2022.0,11.0,18.0,17.640,,-2.362,,7.639,
232,Baker,48.167128,-99.64839,1703,2022.0,11.0,19.0,19.204,,1.562,,10.383,
233,Baker,48.167128,-99.64839,1703,2022.0,11.0,20.0,26.233,,7.610,,16.922,
234,Baker,48.167128,-99.64839,1703,2022.0,11.0,21.0,24.188,,7.844,,16.016,
235,Baker,48.167128,-99.64839,1703,2022.0,11.0,22.0,30.537,,16.124,,23.331,
236,Baker,48.167128,-99.64839,1703,2022.0,11.0,23.0,33.994,,19.758,,26.876,
237,Baker,48.167128,-99.64839,1703,2022.0,11.0,24.0,31.627,,18.712,,25.170,
238,Baker,48.167128,-99.64839,1703,2022.0,11.0,25.0,39.119,,22.118,,30.619,
239,Baker,48.167128,-99.64839,1703,2022.0,11.0,26.0,37.497,,22.084,,29.791,
240,Baker,48.167128,-99.64839,1703,2022.0,11.0,27.0,31.258,,13.172,,22.215,
241,Beach,46.78941,-103.96629,2901,2022.0,10.0,29.0,57.470,,38.800,,48.135,
242,Beach,46.78941,-103.96629,2901,2022.0,10.0,30.0,59.648,,25.596,,42.622,
243,Beach,46.78941,-103.96629,2901,2022.0,10.0,31.0,62.420,,36.487,,49.454,
244,Beach,46.78941,-103.96629,2901,2022.0,11.0,1.0,67.370,,40.521,,53.946,
245,Beach,46.78941,-103.96629,2901,2022.0,11.0,2.0,68.954,,32.747,,50.851,
246,Beach,46.78941,-103.96629,2901,2022.0,11.0,3.0,32.702,,16.016,,24.359,
247,Beach,46.78941,-103.96629,2901,2022.0,11.0,4.0,46.094,,14.360,,30.227,
248,Beach,46.78941,-103.96629,2901,2022.0,11.0,5.0,57.434,,26.609,,42.022,
249,Beach,46.78941,-103.96629,2901,2022.0,11.0,6.0,32.529,,6.962,,19.746,
250,Beach,46.78941,-103.96629,2901,2022.0,11.0,7.0,28.170,,4.046,,16.108,
251,Beach,46.78941,-103.96629,2901,2022.0,11.0,8.0,27.178,,14.180,,20.679,
252,Beach,46.78941,-103.96629,2901,2022.0,11.0,9.0,15.944,,12.218,,14.081,
253,Beach,46.78941,-103.96629,2901,2022.0,11.0,10.0,15.062,,1.976,,8.519,
254,Beach,46.78941,-103.96629,2901,2022.0,11.0,11.0,11.030,,-12.118,,-0.544,
255,Beach,46.78941,-103.96629,2901,2022.0,11.0,12.0,17.600,,-8.662,,4.469,
256,Beach,46.78941,-103.96629,2901,2022.0,11.0,13.0,16.934,,3.776,,10.355,
257,Beach,46.78941,-103.96629,2901,2022.0,11.0,14.0,25.090,,16.898,,20.994,
258,Beach,46.78941,-103.96629,2901,2022.0,11.0,15.0,17.881,,0.824,,9.353,
259,Beach,46.78941,-103.96629,2901,2022.0,11.0,16.0,27.356,,15.836,,21.596,
260,Beach,46.78941,-103.96629,2901,2022.0,11.0,17.0,17.546,,3.056,,10.301,
261,Beach,46.78941,-103.96629,2901,2022.0,11.0,18.0,18.318,,-1.714,,8.302,
262,Beach,46.78941,-103.96629,2901,2022.0,11.0,19.0,25.180,,11.318,,18.249,
263,Beach,46.78941,-103.96629,2901,2022.0,11.0,20.0,32.583,,21.488,,27.036,
264,Beach,46.78941,-103.96629,2901,2022.0,11.0,21.0,34.365,,21.070,,27.718,
265,Beach,46.78941,-103.96629,2901,2022.0,11.0,22.0,40.028,,25.813,,32.921,
266,Beach,46.78941,-103.96629,2901,2022.0,11.0,23.0,40.356,,21.236,,30.796,
267,Beach,46.78941,-103.96629,2901,2022.0,11.0,24.0,39.045,,25.894,,32.470,
268,Beach,46.78941,-103.96629,2901,2022.0,11.0,25.0,49.586,,34.597,,42.092,
269,Beach,46.78941,-103.96629,2901,2022.0,11.0,26.0,44.865,,22.968,,33.917,
270,Beach,46.78941,-103.96629,2901,2022.0,11.0,27.0,38.725,,20.669,,29.697,
271,Becker,45.34399,-93.85014,942,2022.0,10.0,29.0,67.496,,43.212,,55.354,
272,Becker,45.34399,-93.85014,942,2022.0,10.0,30.0,64.148,,33.602,,48.875,
273,Becker,45.34399,-93.85014,942,2022.0,10.0,31.0,64.976,,26.780,,45.878,
274,Becker,45.34399,-93.85014,942,2022.0,11.0,1.0,69.332,,32.036,,50.684,
275,Becker,45.34399,-93.85014,942,2022.0,11.0,2.0,75.254,,44.692,,59.973,
276,Becker,45.34399,-93.85014,942,2022.0,11.0,3.0,64.058,,40.503,,52.281,
277,Becker,45.34399,-93.85014,942,2022.0,11.0,4.0,43.691,,29.079,,36.385,
278,Becker,45.34399,-93.85014,942,2022.0,11.0,5.0,43.912,,24.971,,34.442,
279,Becker,45.34399,-93.85014,942,2022.0,11.0,6.0,47.624,,31.300,,39.462,
280,Becker,45.34399,-93.85014,942,2022.0,11.0,7.0,33.816,,23.088,,28.452,
281,Becker,45.34399,-93.85014,942,2022.0,11.0,8.0,46.472,,28.753,,37.613,
282,Becker,45.34399,-93.85014,942,2022.0,11.0,9.0,63.824,,44.206,,54.015,
283,Becker,45.34399,-93.85014,942,2022.0,11.0,10.0,47.534,,24.148,,35.841,
284,Becker,45.34399,-93.85014,942,2022.0,11.0,11.0,30.443,,24.067,,27.255,
285,Becker,45.34399,-93.85014,942,2022.0,11.0,12.0,26.906,,25.054,,25.980,
